YEAR,MONTH,DATE,DAY,WDL,R,ER,OP
2016,5,11,수,패,2,16,넥센
2016,5,12,목,승,8,1,넥센
2016,5,13,금,승,14,8,삼성
2016,5,14,토,패,4,10,삼성
2016,5,15,일,승,8,3,삼성
2016,5,17,화,패,3,7,SK
2016,5,18,수,패,3,5,SK
2016,5,19,목,승,4,3,SK
2016,5,20,금,패,5,19,두산
2016,5,21,토,패,4,6,두산
2016,5,22,일,승,10,4,두산
2016,5,25,수,승,2,1,LG
2016,5,26,목,승,7,4,LG
2016,5,27,금,패,7,11,한화
2016,5,28,토,패,6,9,한화
2016,5,29,일,패,2,9,한화
2016,5,31,화,승,9,5,kt
2016,6,1,수,승,2,0,kt
2016,6,2,목,패,1,2,kt
2016,6,3,금,패,3,5,NC
2016,6,5,일,패,7,14,NC
2016,6,7,화,승,9,6,SK
2016,6,8,수,승,3,2,SK
2016,6,9,목,패,5,6,SK
2016,6,10,금,패,3,5,두산
2016,6,11,토,승,10,8,두산
2016,6,12,일,패,4,5,두산
2016,6,14,화,패,6,9,넥센
2016,6,15,수,승,11,6,넥센
2016,6,16,목,패,7,10,넥센
2016,6,17,금,패,1,12,SK
2016,6,18,토,패,0,4,SK
2016,6,19,일,승,10,3,SK
2016,6,21,화,패,6,9,KIA
2016,6,22,수,승,18,5,KIA
2016,6,23,목,패,2,6,KIA
2016,6,24,금,승,4,2,한화
2016,6,25,토,패,1,8,한화
2016,6,26,일,승,12,4,한화
2016,6,28,화,승,7,4,삼성
2016,6,29,수,승,5,4,삼성
2016,6,30,목,승,7,6,삼성
2016,7,6,수,패,3,12,NC
2016,7,7,목,패,4,8,NC
2016,7,8,금,승,8,5,LG
2016,7,9,토,승,13,12,LG
2016,7,10,일,패,0,6,LG
2016,7,12,화,패,4,8,삼성
2016,7,13,수,승,13,12,삼성
2016,7,14,목,승,4,2,삼성
2016,7,19,화,패,1,6,KIA
2016,7,20,수,승,9,6,KIA
2016,7,21,목,승,10,1,KIA
2016,7,22,금,승,10,2,한화
2016,7,23,토,승,7,6,한화
2016,7,24,일,패,1,8,한화
2016,7,26,화,승,12,10,LG
2016,7,27,수,패,1,7,LG
2016,7,28,목,패,2,5,LG
2016,7,29,금,패,11,12,kt
2016,7,30,토,패,3,4,kt
2016,7,31,일,패,2,3,kt
2016,8,3,수,승,6,5,넥센
2016,8,4,목,패,4,5,넥센
2016,8,5,금,승,5,2,두산
2016,8,6,토,승,11,1,두산
2016,8,7,일,패,7,12,두산
2016,8,9,화,패,0,13,NC
2016,8,10,수,패,5,7,NC
2016,8,11,목,패,2,3,한화
2016,8,12,금,승,4,3,한화
2016,8,13,토,패,3,4,SK
2016,8,14,일,패,5,6,SK
2016,8,16,화,패,1,8,넥센
2016,8,17,수,패,0,7,넥센
2016,8,18,목,승,4,3,KIA
2016,8,19,금,패,9,10,KIA
2016,8,20,토,패,2,3,SK
2016,8,21,일,승,4,3,SK
2016,8,23,화,승,8,4,kt
2016,8,24,수,패,2,5,kt
2016,8,26,금,패,4,11,두산
2016,8,27,토,패,0,13,삼성
2016,8,30,화,승,8,4,LG
2016,8,31,수,승,9,1,LG
2016,9,1,목,패,2,4,NC
2016,9,3,토,승,2,1,KIA
2016,9,4,일,패,3,4,KIA
2016,9,6,화,승,9,7,두산
2016,9,7,수,패,5,10,두산
2016,9,8,목,승,5,4,삼성
2016,9,9,금,패,5,7,삼성
2016,9,10,토,패,6,9,LG
2016,9,11,일,패,8,12,LG
2016,9,13,화,승,9,2,kt
2016,9,14,수,승,8,7,kt
2016,9,15,목,패,6,7,한화
2016,9,16,금,승,8,6,한화
2016,9,18,일,승,13,6,넥센
2016,9,19,월,패,1,11,넥센
2016,9,21,수,승,10,9,삼성
2016,9,24,토,패,1,3,NC
2016,9,25,일,패,0,1,NC
2016,9,27,화,승,9,7,kt
2016,9,29,목,승,9,7,kt
2016,9,30,금,승,5,4,kt
2016,10,1,토,패,0,8,NC
2016,10,2,일,패,6,11,NC
2016,10,4,화,패,5,6,두산
2016,10,6,목,패,1,4,LG
2016,10,7,금,승,5,4,넥센
2016,10,9,일,승,8,5,넥센
2017,3,31,금,패,5,6,NC
2017,4,1,토,승,3,0,NC
2017,4,2,일,승,12,4,NC
2017,4,4,화,승,5,2,넥센
2017,4,6,목,승,12,3,넥센
2017,4,7,금,패,4,6,LG
2017,4,8,토,승,8,6,LG
2017,4,9,일,승,7,1,LG
2017,4,11,화,승,6,4,SK
2017,4,12,수,패,1,2,SK
2017,4,13,목,패,10,11,SK
2017,4,14,금,승,9,6,삼성
2017,4,15,토,승,6,4,삼성
2017,4,16,일,패,0,3,삼성
2017,4,18,화,패,3,8,NC
2017,4,19,수,패,2,8,NC
2017,4,20,목,패,4,5,NC
2017,4,21,금,패,1,4,넥센
2017,4,22,토,승,3,2,넥센
2017,4,23,일,패,5,6,넥센
2017,4,25,화,승,4,2,한화
2017,4,26,수,승,8,2,한화
2017,4,27,목,패,1,6,한화
2017,4,28,금,패,0,2,두산
2017,4,29,토,패,3,5,두산
2017,4,30,일,승,6,0,두산
2017,5,2,화,승,9,0,kt
2017,5,3,수,패,2,8,kt
2017,5,4,목,승,3,2,kt
2017,5,5,금,패,3,5,KIA
2017,5,6,토,패,0,3,KIA
2017,5,7,일,패,3,5,KIA
2017,5,10,수,승,8,1,한화
2017,5,11,목,패,1,2,한화
2017,5,13,토,패,4,9,두산
2017,5,14,일,패,1,15,두산
2017,5,16,화,승,6,0,kt
2017,5,17,수,승,9,4,kt
2017,5,18,목,승,11,4,kt
2017,5,19,금,승,9,4,LG
2017,5,20,토,패,2,3,LG
2017,5,21,일,패,3,4,LG
2017,5,23,화,승,7,6,SK
2017,5,24,수,승,7,5,SK
2017,5,25,목,승,17,6,SK
2017,5,26,금,승,8,2,KIA
2017,5,27,토,패,7,15,KIA
2017,5,28,일,패,4,8,KIA
2017,5,30,화,승,1,0,삼성
2017,5,31,수,패,4,11,삼성
2017,6,1,목,패,2,13,삼성
2017,6,2,금,패,8,11,kt
2017,6,3,토,패,1,10,kt
2017,6,4,일,승,14,8,kt
2017,6,6,화,승,5,4,NC
2017,6,7,수,패,4,12,NC
2017,6,8,목,패,0,16,NC
2017,6,9,금,패,0,4,두산
2017,6,10,토,승,7,6,두산
2017,6,11,일,승,7,4,두산
2017,6,13,화,패,7,10,KIA
2017,6,14,수,패,3,6,KIA
2017,6,15,목,패,5,7,KIA
2017,6,16,금,패,1,2,넥센
2017,6,17,토,패,2,8,넥센
2017,6,18,일,패,3,14,넥센
2017,6,20,화,승,10,2,kt
2017,6,21,수,승,10,4,kt
2017,6,22,목,패,3,10,kt
2017,6,23,금,패,1,9,두산
2017,6,24,토,승,8,4,두산
2017,6,25,일,승,4,2,두산
2017,6,27,화,승,11,10,LG
2017,6,28,수,무,9,9,LG
2017,6,30,금,승,9,0,NC
2017,7,1,토,승,9,5,NC
2017,7,2,일,승,2,1,NC
2017,7,4,화,패,2,4,삼성
2017,7,5,수,패,5,6,삼성
2017,7,6,목,승,4,2,삼성
2017,7,7,금,패,5,6,SK
2017,7,8,토,승,6,4,SK
2017,7,9,일,패,0,6,SK
2017,7,11,화,승,5,4,한화
2017,7,12,수,승,8,4,한화
2017,7,13,목,패,4,6,한화
2017,7,18,화,승,5,2,삼성
2017,7,19,수,패,0,3,삼성
2017,7,20,목,무,4,4,삼성
2017,7,21,금,승,4,3,KIA
2017,7,22,토,승,1,0,KIA
2017,7,23,일,승,3,1,KIA
2017,7,26,수,승,9,8,한화
2017,7,27,목,패,3,6,한화
2017,7,28,금,패,7,8,SK
2017,7,29,토,패,1,4,SK
2017,7,30,일,승,3,2,SK
2017,8,1,화,패,0,2,LG
2017,8,2,수,패,4,5,LG
2017,8,3,목,패,6,9,LG
2017,8,4,금,승,10,8,넥센
2017,8,5,토,승,5,4,넥센
2017,8,6,일,승,6,4,넥센
2017,8,8,화,승,5,4,kt
2017,8,9,수,승,7,6,kt
2017,8,10,목,패,2,3,NC
2017,8,11,금,승,5,3,NC
2017,8,12,토,패,7,13,삼성
2017,8,13,일,승,9,7,삼성
2017,8,15,화,승,8,6,두산
2017,8,16,수,승,4,2,두산
2017,8,17,목,승,5,3,넥센
2017,8,18,금,승,8,5,넥센
2017,8,19,토,패,0,2,한화
2017,8,20,일,승,4,3,한화
2017,8,22,화,승,7,3,KIA
2017,8,23,수,승,7,5,KIA
2017,8,24,목,승,11,0,LG
2017,8,25,금,승,8,2,LG
2017,8,26,토,승,6,1,넥센
2017,8,27,일,패,8,9,넥센
2017,8,29,화,패,5,7,두산
2017,8,30,수,승,5,2,두산
2017,8,31,목,승,8,5,NC
2017,9,1,금,승,6,1,NC
2017,9,2,토,승,9,0,한화
2017,9,3,일,승,7,2,한화
2017,9,5,화,패,2,6,SK
2017,9,7,목,패,5,6,삼성
2017,9,8,금,승,6,5,삼성
2017,9,9,토,패,2,3,kt
2017,9,10,일,승,7,5,kt
2017,9,12,화,승,2,1,LG
2017,9,13,수,패,1,3,LG
2017,9,14,목,패,2,11,KIA
2017,9,15,금,승,4,3,KIA
2017,9,16,토,승,6,1,SK
2017,9,17,일,승,9,5,SK
2017,9,19,화,패,3,8,두산
2017,9,22,금,승,2,0,한화
2017,9,23,토,승,7,2,넥센
2017,9,26,화,승,11,8,한화
2017,9,29,금,승,7,2,SK
2017,10,3,화,승,4,2,LG
2018,3,13,화,패,3,4,LG
2018,3,24,토,패,5,6,SK
2018,3,25,일,패,0,5,SK
2018,3,27,화,패,0,5,두산
2018,3,28,수,패,5,6,두산
2018,3,29,목,패,1,4,두산
2018,3,30,금,패,5,7,NC
2018,3,31,토,패,5,10,NC
2018,4,1,일,승,3,2,NC
2018,4,3,화,패,11,17,한화
2018,4,4,수,패,6,7,한화
2018,4,6,금,패,6,14,LG
2018,4,7,토,승,7,2,LG
2018,4,8,일,패,2,4,LG
2018,4,10,화,승,4,3,넥센
2018,4,11,수,승,12,0,넥센
2018,4,12,목,패,3,5,넥센
2018,4,13,금,승,8,4,KIA
2018,4,17,화,패,6,11,삼성
2018,4,18,수,승,9,7,삼성
2018,4,19,목,패,0,6,삼성
2018,4,20,금,승,10,5,SK
2018,4,21,토,승,4,3,SK
2018,4,22,일,패,4,10,SK
2018,4,24,화,승,14,8,KT
2018,4,25,수,승,5,4,KT
2018,4,26,목,패,2,5,KT
2018,4,27,금,승,5,3,한화
2018,4,28,토,패,2,4,한화
2018,4,29,일,승,4,3,한화
2018,5,1,화,승,4,0,KIA
2018,5,2,수,패,6,12,KIA
2018,5,3,목,승,5,4,KIA
2018,5,4,금,패,4,5,SK
2018,5,5,토,승,8,1,SK
2018,5,8,화,승,4,2,LG
2018,5,9,수,패,2,3,LG
2018,5,10,목,승,7,2,LG
2018,5,11,금,승,6,2,KT
2018,5,13,일,승,3,1,KT
2018,5,15,화,승,5,3,NC
2018,5,17,목,승,7,0,NC
2018,5,18,금,패,1,7,두산
2018,5,19,토,승,15,2,두산
2018,5,20,일,패,6,7,두산
2018,5,22,화,패,4,10,삼성
2018,5,23,수,패,4,6,삼성
2018,5,24,목,패,2,9,삼성
2018,5,25,금,패,2,13,넥센
2018,5,26,토,패,2,3,넥센
2018,5,27,일,승,6,4,넥센
2018,5,29,화,패,3,5,LG
2018,5,30,수,패,5,15,LG
2018,5,31,목,패,10,11,LG
2018,6,1,금,패,6,13,한화
2018,6,2,토,패,2,3,한화
2018,6,3,일,승,6,0,한화
2018,6,5,화,승,12,6,NC
2018,6,6,수,승,10,5,NC
2018,6,7,목,패,4,5,NC
2018,6,8,금,승,9,6,KIA
2018,6,9,토,패,5,7,KIA
2018,6,12,화,패,2,4,삼성
2018,6,13,수,승,10,9,삼성
2018,6,14,목,패,9,11,삼성
2018,6,15,금,승,14,6,SK
2018,6,16,토,승,9,3,SK
2018,6,17,일,승,13,7,SK
2018,6,19,화,승,9,7,KT
2018,6,20,수,승,11,4,KT
2018,6,21,목,무,5,5,KT
2018,6,22,금,패,1,2,LG
2018,6,23,토,패,8,18,LG
2018,6,24,일,무,2,2,LG
2018,6,26,화,패,3,9,넥센
2018,6,27,수,승,9,8,넥센
2018,6,28,목,승,8,6,넥센
2018,6,29,금,패,2,5,한화
2018,6,30,토,패,5,6,한화
2018,7,4,수,패,4,7,두산
2018,7,5,목,패,2,9,두산
2018,7,6,금,승,11,9,KT
2018,7,7,토,패,1,9,KT
2018,7,8,일,승,10,5,KT
2018,7,10,화,패,3,6,삼성
2018,7,11,수,패,2,4,삼성
2018,7,12,목,패,4,8,삼성
2018,7,17,화,승,12,6,두산
2018,7,18,수,패,4,5,두산
2018,7,19,목,패,1,7,두산
2018,7,20,금,패,2,6,SK
2018,7,21,토,패,3,4,SK
2018,7,22,일,승,12,4,SK
2018,7,24,화,패,2,3,NC
2018,7,25,수,패,6,9,NC
2018,7,26,목,승,13,1,NC
2018,7,27,금,승,9,2,넥센
2018,7,28,토,승,11,7,넥센
2018,7,29,일,승,4,3,넥센
2018,7,31,화,패,1,4,KIA
2018,8,1,수,패,1,8,KIA
2018,8,2,목,승,9,6,KIA
2018,8,4,토,승,5,4,삼성
2018,8,5,일,패,2,8,삼성
2018,8,7,화,승,4,3,LG
2018,8,8,수,승,2,1,LG
2018,8,9,목,승,11,4,KIA
2018,8,11,토,패,2,5,두산
2018,8,12,일,승,12,11,두산
2018,8,14,화,승,9,4,한화
2018,8,16,목,승,8,6,KIA
2018,9,4,화,패,4,6,한화
2018,9,5,수,패,5,11,한화
2018,9,6,목,승,10,0,SK
2018,9,7,금,패,0,3,SK
2018,9,8,토,패,1,7,NC
2018,9,9,일,패,3,11,NC
2018,9,11,화,패,4,17,두산
2018,9,12,수,패,9,13,두산
2018,9,14,금,패,5,9,KIA
2018,9,15,토,패,5,6,넥센
2018,9,16,일,패,0,2,넥센
2018,9,18,화,승,4,1,LG
2018,9,19,수,승,15,11,LG
2018,9,20,목,승,11,10,KT
2018,9,22,토,승,5,2,삼성
2018,9,23,일,패,2,5,삼성
2018,9,25,화,승,8,7,NC
2018,9,26,수,승,10,7,NC
2018,9,27,목,승,8,6,넥센
2018,9,28,금,패,8,9,넥센
2018,9,29,토,승,8,3,KT
2018,9,30,일,승,8,7,KT
2018,10,2,화,승,8,6,SK
2018,10,3,수,패,6,7,한화
2018,10,4,목,승,7,2,한화
2018,10,6,토,승,8,5,한화
2018,10,7,일,승,8,2,NC
2018,10,9,화,승,11,10,KIA
2018,10,10,수,패,1,10,KT
2018,10,10,수,패,0,7,KT
2018,10,11,목,승,4,0,KIA
2018,10,12,금,패,4,6,KIA
2018,10,13,토,승,5,1,KIA
2018,10,14,일,패,1,5,두산
2019,3,23,토,패,4,7,키움
2019,3,24,일,승,6,2,키움
2019,3,26,화,승,7,2,삼성
2019,3,27,수,패,4,23,삼성
2019,3,28,목,패,7,12,삼성
2019,3,29,금,패,1,2,LG
2019,3,30,토,승,7,1,LG
2019,3,31,일,패,5,6,LG
2019,4,2,화,승,5,0,SK
2019,4,3,수,승,3,1,SK
2019,4,4,목,패,6,7,SK
2019,4,5,금,승,5,2,한화
2019,4,6,토,승,9,7,한화
2019,4,7,일,패,1,16,한화
2019,4,10,수,패,1,3,두산
2019,4,11,목,패,1,5,두산
2019,4,12,금,패,1,2,NC
2019,4,13,토,패,5,7,NC
2019,4,14,일,패,1,8,NC
2019,4,16,화,승,10,9,KIA
2019,4,17,수,승,8,6,KIA
2019,4,18,목,승,10,9,KIA
2019,4,19,금,패,5,6,KT
2019,4,20,토,승,5,4,KT
2019,4,21,일,패,3,6,KT
2019,4,24,수,패,4,5,한화
2019,4,26,금,패,8,11,두산
2019,4,27,토,패,0,7,두산
2019,4,28,일,패,2,9,두산
2019,4,30,화,승,6,1,NC
2019,5,1,수,패,5,9,NC
2019,5,2,목,패,6,7,NC
2019,5,3,금,패,7,11,SK
2019,5,4,토,패,4,10,SK
2019,5,5,일,패,3,4,SK
2019,5,7,화,패,2,7,KT
2019,5,8,수,패,4,5,KT
2019,5,9,목,승,13,6,KT
2019,5,10,금,승,12,5,삼성
2019,5,11,토,패,2,9,삼성
2019,5,12,일,승,10,9,삼성
2019,5,14,화,승,4,0,LG
2019,5,15,수,승,8,4,LG
2019,5,16,목,패,2,3,LG
2019,5,17,금,패,0,7,키움
2019,5,18,토,패,1,13,키움
2019,5,19,일,패,3,9,키움
2019,5,21,화,패,6,10,KIA
2019,5,22,수,패,5,6,KIA
2019,5,23,목,패,1,3,KIA
2019,5,24,금,승,8,5,LG
2019,5,25,토,패,5,6,LG
2019,5,26,일,패,2,11,LG
2019,5,28,화,승,9,4,NC
2019,5,29,수,패,6,8,NC
2019,5,30,목,승,10,2,NC
2019,5,31,금,승,6,1,삼성
2019,6,1,토,승,5,2,삼성
2019,6,2,일,패,3,8,삼성
2019,6,4,화,승,3,2,한화
2019,6,5,수,패,3,6,한화
2019,6,6,목,패,3,4,한화
2019,6,7,금,패,1,2,KT
2019,6,8,토,패,2,6,KT
2019,6,9,일,패,0,2,KT
2019,6,11,화,무,1,1,LG
2019,6,12,수,패,3,4,LG
2019,6,13,목,패,3,4,LG
2019,6,15,토,승,7,0,KIA
2019,6,16,일,승,10,5,KIA
2019,6,18,화,승,11,3,한화
2019,6,19,수,승,7,5,한화
2019,6,20,목,패,7,10,한화
2019,6,21,금,패,4,7,키움
2019,6,22,토,승,4,1,키움
2019,6,23,일,승,2,1,키움
2019,6,25,화,무,8,8,KT
2019,6,27,목,패,2,10,KT
2019,6,28,금,패,2,3,두산
2019,6,29,토,승,4,0,두산
2019,6,30,일,승,4,0,두산
2019,7,2,화,패,1,10,SK
2019,7,3,수,패,5,8,SK
2019,7,4,목,패,7,9,SK
2019,7,5,금,패,1,14,키움
2019,7,6,토,패,4,6,키움
2019,7,7,일,패,2,5,키움
2019,7,9,화,승,4,1,NC
2019,7,11,목,패,0,4,NC
2019,7,12,금,승,2,1,두산
2019,7,13,토,패,3,4,두산
2019,7,14,일,패,2,8,두산
2019,7,17,수,패,1,3,KIA
2019,7,18,목,승,6,3,KIA
2019,7,26,금,패,6,8,SK
2019,7,27,토,패,0,4,SK
2019,7,28,일,패,0,3,SK
2019,7,30,화,패,2,5,삼성
2019,7,31,수,승,8,4,삼성
2019,8,1,목,승,9,4,삼성
2019,8,3,토,승,2,1,두산
2019,8,4,일,승,9,4,두산
2019,8,7,수,패,4,16,키움
2019,8,8,목,승,8,0,삼성
2019,8,9,금,승,6,3,삼성
2019,8,10,토,패,4,7,NC
2019,8,11,일,패,1,9,NC
2019,8,13,화,승,6,5,KT
2019,8,14,수,패,0,6,KT
2019,8,15,목,승,11,5,한화
2019,8,16,금,패,1,2,한화
2019,8,17,토,패,2,9,두산
2019,8,18,일,패,3,11,두산
2019,8,20,화,패,0,5,SK
2019,8,21,수,패,4,5,SK
2019,8,22,목,패,2,4,KT
2019,8,23,금,무,3,3,KT
2019,8,24,토,패,3,8,NC
2019,8,25,일,승,5,4,NC
2019,8,27,화,패,1,2,LG
2019,8,28,수,승,4,3,LG
2019,8,29,목,패,0,4,키움
2019,8,30,금,패,2,5,키움
2019,8,31,토,패,2,4,KIA
2019,9,1,일,패,2,4,KIA
2019,9,3,화,패,4,5,삼성
2019,9,4,수,패,0,8,삼성
2019,9,6,금,패,2,5,LG
2019,9,7,토,패,1,5,한화
2019,9,8,일,승,12,0,한화
2019,9,10,화,승,8,4,KIA
2019,9,11,수,패,0,4,KIA
2019,9,12,목,패,1,2,SK
2019,9,13,금,승,1,0,SK
2019,9,14,토,패,2,5,한화
2019,9,15,일,승,7,1,한화
2019,9,18,수,패,5,6,KIA
2019,9,20,금,패,0,7,KT
2019,9,23,월,패,1,6,NC
2019,9,25,수,패,0,7,두산
2019,9,26,목,패,1,3,KIA
2019,9,29,일,패,1,4,키움
2019,9,30,월,패,0,2,LG
2019,10,1,화,패,1,3,키움
